record_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,how_sent,number_welcome_packet,materials___1,materials___2,welcome_date,welcome_packet_complete,datecall,timecall,phone1confirm,phone2confirm,callresult,receive_mail,receive_email,flyer,flyernow,findflyer,linkflyer___1,linkflyer___2,linkflyer___3,linkflyer___4,linkflyer___5,email_sent,infosheetsquestions,interested,callback_later,description,studyquestions,sd_early_yn,waitlist_stay_yn,participateyn,noparticipatefdbk,final_email1_adj_type,final_email2_adj_type,final_phone1_adj_type,final_phone2_adj_type,text_message_number,preferredcontact_r___1,preferredcontact_r___2,preferredcontact_r___3,preferredcontact_r___4,preferredcontact_r___5,notokay_r___1,notokay_r___2,notokay_r___3,shortsurveydate,shortsurveytime,consent_caps_recording,caps_date,caps_time,caps_rater,capsrater_blinded,textconfirm_yn,spouse_rec,spouse_now,followup_needed,datefollowup,timefollowup,recruitment_call_complete
5a95a4318fa861716ce93486601e7c84,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a95a4318fa861716ce93486601e7c84,t4_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bada560eb60978a950b0c9f4a7dd21ff,enrollment_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bada560eb60978a950b0c9f4a7dd21ff,enrollment_arm_1,welcome_packet,1,2,2,1,1,8/25/2024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bada560eb60978a950b0c9f4a7dd21ff,enrollment_arm_1,recruitment_call,1,,,,,,,8/25/2024,10:13,1,,6,1,,1,,,0,0,0,0,0,,0,1,,1,0,1,1,1,,,,,,1,0,0,1,0,1,0,1,0,,,,,,,,,1,1,0,,,2
1b674c41231189fa1bf2fd6ef47f1b99,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b674c41231189fa1bf2fd6ef47f1b99,t1_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b674c41231189fa1bf2fd6ef47f1b99,t1_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b674c41231189fa1bf2fd6ef47f1b99,t1_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b674c41231189fa1bf2fd6ef47f1b99,t2_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b674c41231189fa1bf2fd6ef47f1b99,record_completion_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f615590b97bb799d7511bc5a6c4effe,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f615590b97bb799d7511bc5a6c4effe,t1_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f615590b97bb799d7511bc5a6c4effe,t1_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f615590b97bb799d7511bc5a6c4effe,t2_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f615590b97bb799d7511bc5a6c4effe,t3_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f615590b97bb799d7511bc5a6c4effe,t4_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f615590b97bb799d7511bc5a6c4effe,t6_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f615590b97bb799d7511bc5a6c4effe,record_completion_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b3cbdd1f63514cb3bde6dd7bb5e7603,enrollment_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b3cbdd1f63514cb3bde6dd7bb5e7603,enrollment_arm_1,welcome_packet,1,1,1,1,1,7/9/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b3cbdd1f63514cb3bde6dd7bb5e7603,enrollment_arm_1,recruitment_call,1,,,,,,,7/12/2023,12:53,1,,3,,,,,,0,0,0,0,0,,,1,,1,0,0,0,1,,,,,,,0,0,0,0,0,0,0,0,,,1,,,2,,0,,,0,,,0
3b3cbdd1f63514cb3bde6dd7bb5e7603,enrollment_arm_1,recruitment_call,2,,,,,,,7/12/2023,14:00,1,,6,1,,1,,,0,0,0,0,0,,0,1,,1,0,1,1,1,,,,,,1,0,0,0,1,0,0,0,0,7/16/2023,15:00,1,7/17/2023,12:00,1,1,1,,,0,,,2
3b3cbdd1f63514cb3bde6dd7bb5e7603,enrollment_arm_1,recruitment_call,3,,,,,,,7/29/2023,9:28,1,,6,1,,1,,,0,0,0,0,0,,0,1,,1,0,1,1,1,,,,,,,0,0,0,1,0,0,0,0,7/30/2023,9:00,1,,,,,,,,,,,0
3b3cbdd1f63514cb3bde6dd7bb5e7603,enrollment_arm_1,recruitment_call,4,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0,1,0,1,1,1,0,12/3/2023,9:00,1,,,,1,1,,,0,,,0
3b3cbdd1f63514cb3bde6dd7bb5e7603,enrollment_arm_1,recruitment_call,5,,,,,,,9/5/2023,15:24,1,,6,1,,1,,,0,0,0,0,0,,1,1,,1,1,1,1,1,,,,,,1,0,0,1,0,0,0,0,0,9/9/2023,14:00,1,9/17/2023,13:00,2,1,1,,,0,,,0
26ed0d1f7f7db0b20b5e173ed8902d2d,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eeb6ec5138d7f5608032157ba4108d7,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eeb6ec5138d7f5608032157ba4108d7,t1_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eeb6ec5138d7f5608032157ba4108d7,t1_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eeb6ec5138d7f5608032157ba4108d7,t1_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eeb6ec5138d7f5608032157ba4108d7,t4_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568dd9bce627e0d7af9752bb7366c3cc,enrollment_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568dd9bce627e0d7af9752bb7366c3cc,enrollment_arm_1,welcome_packet,1,1,2,1,1,12/12/2023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568dd9bce627e0d7af9752bb7366c3cc,enrollment_arm_1,welcome_packet,2,3,2,1,1,12/26/2023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568dd9bce627e0d7af9752bb7366c3cc,enrollment_arm_1,recruitment_call,1,,,,,,,12/26/2023,13:30,1,,6,1,,1,,,0,0,0,0,0,,0,1,,1,0,1,1,1,,,,,,0,1,0,1,0,1,0,1,0,12/26/2023,13:00,1,12/28/2023,11:00,1,1,1,0,,0,,,2
649e9ca3156fa82f1fcc5178ec522bbf,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649e9ca3156fa82f1fcc5178ec522bbf,t1_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771f69470b8187a03e1128cb7cd1d36f,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9727a620fd2ceba838c0a3390286eb70,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b9394a0fb09a22cd1ee1ca35e1bbd42,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b9394a0fb09a22cd1ee1ca35e1bbd42,t1_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b9394a0fb09a22cd1ee1ca35e1bbd42,t3_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b9394a0fb09a22cd1ee1ca35e1bbd42,t3_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t1_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t1_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t2_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t2_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t3_preparation_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t3_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t3_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t4_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894d77c4f78dec0afef11f5de4796ab4,t4_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773a5b75d412644493f4b946092cc5af,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773a5b75d412644493f4b946092cc5af,record_completion_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aaa71cba69adff26a4dca10a9651987,enrollment_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aaa71cba69adff26a4dca10a9651987,enrollment_arm_1,welcome_packet,1,1,1,1,1,7/27/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9772a0f91223ca263436152cb956b989,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c9b3a7c878998e7686b21c0c71b08e5,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c9b3a7c878998e7686b21c0c71b08e5,t1_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c9b3a7c878998e7686b21c0c71b08e5,t1_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c9b3a7c878998e7686b21c0c71b08e5,t4_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c9b3a7c878998e7686b21c0c71b08e5,t4_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4002a1148ac8171b5f2e236d90ff489,enrollment_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4002a1148ac8171b5f2e236d90ff489,enrollment_arm_1,welcome_packet,1,1,1,1,1,8/28/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4002a1148ac8171b5f2e236d90ff489,enrollment_arm_1,recruitment_call,1,,,,,,,9/26/2023,11:52,1,,3,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
f4002a1148ac8171b5f2e236d90ff489,enrollment_arm_1,recruitment_call,2,,,,,,,9/26/2023,11:59,1,,6,1,,1,,,0,0,0,0,0,,0,1,,1,0,,,1,,,,,,1,0,0,1,0,0,0,0,0,,,,,,,,,,,0,,,0
6ff45e7de4fdadf9557d6ffdc7fc414d,enrollment_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ff45e7de4fdadf9557d6ffdc7fc414d,enrollment_arm_1,welcome_packet,1,1,1,1,1,7/19/2023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ff45e7de4fdadf9557d6ffdc7fc414d,enrollment_arm_1,recruitment_call,1,,,,,,,8/8/2023,11:52,1,,6,1,,1,,,0,0,0,0,0,,0,1,,1,0,,,1,,,,1,,1,0,0,0,1,0,0,0,0,,,,,,,,,,,0,,,0
0b05d00ebc4e7950aa7873657e0c1f4d,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b05d00ebc4e7950aa7873657e0c1f4d,t1_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b05d00ebc4e7950aa7873657e0c1f4d,t1_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b05d00ebc4e7950aa7873657e0c1f4d,t2_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b05d00ebc4e7950aa7873657e0c1f4d,t3_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2b4fb9850a11dff2f4dc681d3aae4f8,t1_screeningcaps_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2b4fb9850a11dff2f4dc681d3aae4f8,t1_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2b4fb9850a11dff2f4dc681d3aae4f8,t1_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2b4fb9850a11dff2f4dc681d3aae4f8,t2_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2b4fb9850a11dff2f4dc681d3aae4f8,t2_closeout_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2b4fb9850a11dff2f4dc681d3aae4f8,t3_study_period_arm_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125eb168e4e9186a629c7fb04889a7a6,enrollment_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
